MOFid,metal,linker,density,Di,logKH_CO2,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_6500000
WAQKUX_clean,[Cu],[C][=Branch1][C][=O][Branch2][Branch1][#Branch2][C][=C][C][Branch2][Ring2][#Branch1][C][=C][C][=Branch2][Ring1][S][=C][C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][=C][Ring2][Ring1][C][NH0][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],0.695804,11.77413,-4.292753536482758,0.6350612434,13.607353427
WARFAY05_clean,[Zn],[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.06291,7.95711,-3.4435612004105614,4.7251677819,9.8894829473
WASNIO_clean,[Cu],[N][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][N][C][=N][C][=C][Ring1][Branch1],1.31578,3.98841,-3.515379897593338,1.4299974684,3.8246370549
WASNOU_clean,[Cu],[N][Branch1][#Branch1][C][=N][C][=C][Ring1][Branch1][C][C][C][C][N][C][=N][C][=C][Ring1][Branch1],1.16461,4.83353,-3.5801515999143887,1.7543676249,3.4559042318
WASTUG_clean,[La][Mo],[P][=Branch1][C][=O][Branch1][C][OH0][Branch1][C][OH0][OH0],1.5943900000000002,10.4656,-4.023944542231557,1.1399960782,3.5120292464
WASVES_clean,[La][Mo],[O][=C][Branch1][C][OH0][C][=C][C][=Branch2][Ring1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],2.14337,7.24568,-1.346225197755257,3.0440994325,1.9899481095
WAVQAN_clean,[Nd][In],[O][=C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],1.6227,4.79566,-1.4340695788190445,3.8392821995,4.9587326913
WAVQER_clean,[Sm][In],[O][=C][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],1.6284900000000002,4.81498,-1.884719078137713,3.7008369605,4.9460136569
WAVQOB_clean,[Pr][In],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],0.6637700000000001,10.26548,-2.132823121126949,1.7125737075,15.1390063185
WAVREQ_clean,[Co],[P][=Branch1][C][=O][Branch1][C][OH0][Branch1][C][OH0][OH0],1.75575,4.17912,-3.663520253042004,1.509306916,3.8693103275
WAVROC_clean,[Mg][In],[O][=C][Branch2][Branch1][Branch2][C][=C][C][=C][Branch2][Ring2][N][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][=C][OH0],0.5291100000000001,18.88525,-3.9738713938719017,0.9682308074,18.4043600053
WECBAJ_clean,[Zn],[P][=Branch1][C][=O][Branch1][C][OH0][Branch1][C][O][OH0],1.85127,4.17403,-4.47732629010728,0.3253272298,1.4430353098
WECSAZ01_clean,[Eu],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],1.59139,4.7957,-0.4036745608041648,3.0886576024,2.5143233135000003
WEDWUZ_clean,[Sm][Cu],[C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][OH0],2.27819,4.5734200000000005,-1.2311355623213869,1.0525669476,0.9006562373
WEDXAG_clean,[Eu][Cu],[C][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][OH0],2.29961,4.61914,-1.3935154484599144,1.0304001163,0.8708676248
WEDXEK_clean,[Tb][Cu],[C][=Branch1][C][=O][Branch1][=Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][OH0],2.32723,4.63449,-1.7123527631088316,1.0048204196,0.8503634735000001
WEFZIS_clean,[Gd],[O][=C][Branch1][C][OH0][C][C][C][=Branch1][C][=O][OH0],2.06143,4.30666,-1.4318957096780038,3.3022753239,3.0716675453
WEHHEY_clean,[Zn],[C][Branch2][Ring1][Branch2][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][Branch2][Ring1][=Branch2][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],0.819904,10.71326,-3.550236279001713,2.1441278697,12.5325583111
WEHJEA_clean,[Zn],[C][Branch2][Ring1][=Branch2][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][Branch2][Ring1][=Branch2][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][Branch2][Ring1][=Branch2][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],0.73357,11.11094,-3.718437161844125,1.6119581713,13.9942673454
WEHJIE_clean,[Zn],[OH0][C][=Branch1][C][=O][C][=C][C][Branch2][#Branch1][C][O][C][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][Branch2][Ring1][=Branch2][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][=C][C][=Branch1][Branch1][=C][Ring2][Branch1][Ring1][C][=Branch1][C][=O][OH0],0.8086800000000001,11.03891,-2.886457720046036,2.3720409315,12.9182991097
WEHJOK_clean,[Zn],[C][=Branch1][C][=O][Branch1][C][OH0][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][O][C][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][Branch2][Ring1][=Branch2][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],0.778372,11.74533,-3.710649662840646,2.0711286467,13.5588628303
WEHJUQ_clean,[Zn],[C][=Branch2][Ring1][=Branch1][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][O][C][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][Branch2][Ring1][=Branch2][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],0.700785,11.40663,-3.886313959867037,1.7832259270000002,14.4738924729
WEJWAL_clean,[Ag],[N][N][=C][N][Branch1][Ring2][C][=Ring1][Branch1][C@][C][C@][Branch1][Branch2][N][C][=N][N][=C][Ring1][Branch1][C][C@H1][Branch1][Ring2][C][Ring1][O][C][C@H1][Branch1][Ring2][C][Ring1][=C][C][Ring1][=N],1.47761,4.25232,-3.801942543246762,1.3596377673,2.6321072441
WELTIR_clean,[Cu],[C][=N][N][=C][N][Ring1][Branch1][N][C][=N][N][=C][Ring1][Branch1],2.01999,7.31149,-2.6635282581751216,1.9971621255,1.9918158553
WEMCOI_clean,[Gd],[C][=N][CH0][Branch1][N][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],2.4768600000000003,5.04735,-3.1113976541192634,1.6777785814,1.272420321
WEMYEU_clean,[Cu],[O][=C][Branch1][C][OH0][C][=C][C][=Branch1][#C][=C][C][Branch1][Branch2][O][C][C][=Branch1][C][=O][OH0][=C][Ring1][O][C],1.10499,5.35582,-3.527907929629782,2.2139184111,5.0983921545
WENKEH_clean,[Pr],[S][Branch2][Ring1][Branch1][O][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][O][Branch1][C][OH0][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],1.50223,7.34891,-1.109191251664579,1.1037564489,2.4687138594
WENKIL_manual,[Eu],[S][Branch2][Ring1][Branch1][O][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][O][Branch1][C][OH0][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],1.52317,7.47105,-1.6659143487383563,1.9811800634,2.7843373149
WENKOR_clean,[Gd],[S][Branch2][Ring1][Branch1][O][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][O][Branch1][C][OH0][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],1.55847,7.34523,-2.697712373023788,0.9895156408,2.4143139533
WENKUX_manual,[Tb],[S][Branch2][Ring1][Branch1][O][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][O][Branch1][C][OH0][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],1.54828,7.45595,-1.852162970171916,1.8649164533,2.7004676758
WENLAE_manual,[Dy],[S][Branch2][Ring1][Branch1][O][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][O][Branch1][C][OH0][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],1.58521,7.43383,-2.1419816189093424,1.8153264766,2.4087924209
WENLEI_clean,[Ho],[S][Branch2][Ring1][Branch1][O][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][O][Branch1][C][OH0][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],1.59702,7.45284,-2.2015689738991893,1.7287524758,2.4449843744
WEVQIX_clean,[Y][Cu],[O][=C][Branch1][C][OH0][C][O][C][C][=Branch1][C][=O][OH0],1.3689,8.30134,-5.245869630820973,0.0855816127,2.8680057614
WEVQOD01_clean,[Gd][Cu],[O][=C][Branch1][C][OH0][C][O][C][C][=Branch1][C][=O][OH0],1.55221,8.03523,-5.295956782600377,0.0770605475,2.3870766036
WEVQUJ_clean,[Eu][Cu],[O][=C][Branch1][C][OH0][C][O][C][C][=Branch1][C][=O][OH0],1.48575,8.44067,-5.319934758047299,0.0739609196,2.6484079561
WEVRUK_clean,[Pr][Cu],[OH0][C][=Branch1][C][=O][C][O][C][C][=Branch1][C][=O][OH0],1.4397600000000002,8.57681,-5.340611545918396,0.067496318,2.841802516
WEXQUL_clean,[Zn],[OH0][P][=Branch1][C][=O][Branch1][C][OH0][OH0],2.57769,4.40552,-2.4985545655372023,1.4756974581,1.7402029263
WEYQAU07_clean,[Mn],[C][=Branch1][C][=O][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],1.13112,4.54619,-4.036452044969645,1.2095190454,7.3479190292
WEYQAU16_clean,[Mn],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][N][C][=Branch1][C][=O][OH0],1.31029,4.03587,-3.996229368282957,1.1800007419,5.1424017022
WEZCIO_clean,[Co][La],[OH0][C][=Branch1][C][=O][C][O][C][C][=Branch1][C][=O][OH0],1.34422,8.732,-4.993033630747095,0.1577133541,3.0121005326
WICQIJ_clean,[Co],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][N][C][=C][C][=N][C][=C][Ring1][=Branch1],1.18312,4.1309000000000005,-1.632295664829135,3.4138741474,4.771921428
WICQOP_clean,[Co],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][N][C][=C][C][=N][C][=C][Ring1][=Branch1],1.19444,4.01528,-2.890235896809132,2.3775207006,3.2125622749
WIDWOX_clean,[Ni][Ag][La],[NH0][C@H1][Branch1][=Branch2][C][Branch1][C][SH0][Branch1][C][C][C][C][=Branch1][C][=O][OH0],1.49157,6.98663,-2.265050632497482,1.2542658993,2.9644919905
WIDZOA_clean,[Cd],[N][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][/C][=Branch1][#C][=N][/NH0][CH0][Branch1][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1][/C],1.43552,4.22629,-4.113183394252411,0.779692785,2.0981417514
WIHDUN_clean,[Ni],[C][=Branch2][Ring1][=N][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][N][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.23221,4.94352,-3.4349707949533586,2.870366465,4.6776917701
WIJXEU_clean,[Zn],[C][C][N][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1],0.728441,10.21317,-3.740520801463781,1.2363960019,13.4141139226
WIJXIY_clean,[Zn],[C][=C][Branch2][Ring1][=Branch2][C][=C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][NH1][C][Ring1][S][=Ring1][N][C][=Branch1][C][=O][OH0],0.4750859999999999,14.24395,-3.997535868223473,0.9249132129,17.4504435548
WIKNOU_clean,[Na][Mn],[OH0][C][C][Branch1][Ring1][C][OH0][Branch1][Ring1][C][OH0][C],1.60541,4.88854,-4.431783017205752,0.3301315306,1.0114552405
WILFED_clean,[Ag],[N][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][N][=C][Ring1][#Branch1],1.16871,4.74465,-3.828159504184685,1.783183183,4.795522439
WILGII_clean,[Ag],[C][=Branch1][Branch2][=C][N][=N][C][=C][Ring1][=Branch1][C][=C][N][=N][C][=C][Ring1][=Branch1],1.31109,5.04706,-3.932724511824698,1.4526186843,4.3511733937
WIMJAE_clean,[Cu],[C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][N][=C][Ring1][N],0.938848,6.17168,-4.434192308213853,0.5820486836000001,7.8750151534
WIMWEW_clean,[Co],[C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.14632,4.85065,-3.865074204774744,1.6586233861,6.2972078822
WIRKOZ_clean,[Zn],[C][=Branch1][C][=O][Branch2][Branch1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][Branch2][Ring1][O][C][=C][Ring1][=Branch1][C@@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][=C][Ring1][#Branch2][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][OH0],0.7428619999999999,0.0,-4.526730596617363,0.3852673442,10.0579237678
WIRMOB_clean,[Zn],[C][=Branch2][=Branch1][S][=C][C][=Branch2][Branch1][C][=C][Branch2][Ring1][=N][C][=C][Ring1][=Branch1][C@H1][C][=C][Branch1][=C][C@@H1][Ring1][=Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=N][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C@H1][C][=C][Branch1][#C][C@@H1][Ring2][Ring2][C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=N][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],0.92351,8.09669,-3.0522683543132687,2.3872930504,7.440179589
WIRMUH_clean,[Cu],[C][=C][C][C][=Branch1][#Branch2][=C][C][Ring1][=Branch1][=N][C][=NH0][Ring1][=Branch2][NH0][=C][N][=Ring1][#Branch2],1.39129,6.40693,-4.034331318902067,1.1777743872,4.5209395288
WISTID_clean,[Zn],[C][=C][C][=Branch2][Ring2][Ring1][=C][Branch2][Ring1][Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=C][Ring2][Ring1][C][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.5173100000000002,5.3857,-3.020187669048582,2.7037821603000003,4.1965109608
WITKIV_clean,[Zn],[C][=C][C][=Branch2][Branch2][#Branch2][=C][C][=C][Ring1][=Branch1][O][P][Branch1][P][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][NH0][P][Branch2][Ring2][#Branch2][NH0][P][Branch1][Ring2][NH0][Ring1][S][Branch1][P][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][Branch1][P][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],0.586943,20.46084,-4.508313407339157,0.4240128905,13.4720792073
WIVKOD_clean,[U],[OH0][P][=Branch1][C][=O][Branch1][N][C][C][C][P@@][=Branch1][C][=O][Branch1][C][OH0][O][OH0],2.24053,5.94278,-4.9414866698690245,0.1753596783,3.0306508599
WIVRIE_clean,[Cd],[C][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],1.16005,7.1828,-3.2476703126777253,2.9950555471,5.7742599261
WIWDEN_clean,[Cd],[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][N],1.42674,4.30414,-1.3061482313300925,7.6142590041,5.0875264819
WIYFAM_clean,[Zn],[C][C][C][Branch1][=Branch2][C][Branch1][C][C][=N][NH0][=Ring1][=Branch1][=C][C][Branch1][C][C][=NH0][N][=C][Ring1][=Branch1][C],0.794129,9.09166,-4.276448284796451,0.7780888147,11.9313990456
WIYZOU_clean,[Co],[C][=Branch2][Ring2][=Branch1][=C][Branch2][Ring1][=N][C][=Branch2][Ring1][Ring2][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.32919,6.69801,-1.6919480787573382,5.9307207292,4.3798492427
WOBBOG_clean,[Eu],[C][=Branch1][C][=O][C][N][Branch1][#C][C][=Branch1][C][=O][C][N][Ring1][Branch2][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0],1.96997,5.41673,-1.3085957816129867,2.6241865177,2.3850720537
WOBCAT_clean,[La],[C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][N][C][=Branch1][C][=O][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][C][Ring1][N],1.83295,5.46972,-1.8992711374524869,2.7928242987000003,2.5401213487
WOBCIB_clean,[Tb],[C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][N][Ring1][N][C][C][=Branch1][C][=O][OH0],2.01524,5.44343,-1.634098509094717,2.5470530479,2.356217646
WOBQEL_clean,[Mn],[C][=C][C][Branch2][#Branch1][Ring2][C][=C][C][=C][Branch2][Branch1][#Branch1][C][=C][C][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Branch1][#C][C][=Branch1][#Branch1][=C][Ring2][Ring1][Ring1][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring2][Ring2][O][=C][C][=C][Ring2][Ring2][P][C][=Branch1][C][=O][OH0],1.04043,6.08333,-2.4902049289406123,5.1334288406,6.7308550909
WOCGIG_clean,[Be],[OH0][P][=Branch1][C][=O][Branch1][C][O][O],1.54399,5.084,-3.241312122103141,2.1840605722,3.2493329288
WODPUC_clean,[Zn][Dy],[N][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][N],1.50752,5.52662,-1.824865241341156,2.5147958194,2.9735713367
WODWUJ_clean,[Zn][Gd],[N][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],1.51724,5.48334,-3.013210357052204,2.3361918736,2.9324248985
WODXAQ_clean,[Zn][Eu],[N][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][N],1.50357,5.49403,-1.3376814054356627,2.7152575146,3.0193214039
WOFVIX_clean,[Ag],[O][=C][Branch1][C][OH0][C][=C][C][=Branch2][Ring1][Ring1][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][C][=C][Ring1][=N][Ring1][=Branch1][C][=C][C][=C][Ring1][S],2.01452,5.9844,-4.686191813960908,0.2477117059,1.1015360872
WOHQAN_clean,[Mn][Cu],[C][=C][C][=N][C][=Branch1][C][=S][CH0][Ring1][#Branch1][C][=Branch1][C][=O][OH0],1.5263300000000002,6.17426,-1.790037517424571,3.5531946997,3.1656509834
WOHSIV_clean,[Na][Cu],[C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][NH0][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#C][C][=Branch1][C][=O][NH0][C][=C][C][=C][C][=C][Ring1][=Branch1],1.45202,4.85776,-4.56262207584586,0.3195714782,1.2387106431
WOHSOB_clean,[K][Cu],[C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][NH0][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#C][C][=Branch1][C][=O][NH0][C][=C][C][=C][C][=C][Ring1][=Branch1],1.44804,4.76467,-4.647150146460745,0.2816167022,1.199988881
WOHZAU01_clean_h,[Er],[CH1][CH0][Branch1][=Branch1][C][=Branch1][C][=O][OH0][CH1][CH0][Branch1][=Branch1][C][=Branch1][C][=O][OH0][CH1][CH0][Ring1][N][C][=Branch1][C][=O][OH0],1.90493,5.57953,-1.360643021514136,3.1699641221,2.6729815228
WOJZAY_clean,[Ce],[C][=Branch1][C][=O][Branch2][Ring1][P][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][OH0],1.17515,6.27243,-1.1450057067206505,6.8628469541,7.0406564455
WOJZEC_clean,[Pr],[C][=Branch1][C][=O][Branch2][Ring1][P][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][OH0],1.17761,6.29331,-1.5033788935698778,6.4614196752,7.1041575411
WOJZIG_clean,[Eu],[C][=Branch1][C][=O][Branch2][Ring1][P][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][OH0],1.20953,6.32968,-2.10087854103938,5.4935352099,7.152686077
